ID	GSM2449608_Control	GSM2449609_Control	GSM2449610_Control	GSM2449611_Control	GSM2449612_Control	GSM2449613_Control	GSM2449614_Control	GSM2449615_Control	GSM2449616_Control	GSM2449617_Control	GSM2449618_Control	GSM2449619_Control	GSM2449620_Control	GSM2449621_Control	GSM2449622_Control	GSM2449623_Control	GSM2449624_Control	GSM2449625_Control	GSM2449626_Control	GSM2449627_Control	GSM2449628_Control	GSM2449629_Control	GSM2449630_Control	GSM2449631_Control	GSM2449632_Control	GSM2449633_Control	GSM2449634_Control	GSM2449635_Control	GSM2449636_Control	GSM2449637_Control	GSM2449668_Control	GSM2449669_Control	GSM2449670_Control	GSM2449671_Control	GSM2449672_Control	GSM2449673_Control	GSM2449674_Control	GSM2449675_Control	GSM2449676_Control	GSM2449677_Control	GSM2449678_Control	GSM2449679_Control	GSM2449680_Control	GSM2449638_Treat	GSM2449639_Treat	GSM2449640_Treat	GSM2449641_Treat	GSM2449642_Treat	GSM2449643_Treat	GSM2449644_Treat	GSM2449645_Treat	GSM2449646_Treat	GSM2449647_Treat	GSM2449648_Treat	GSM2449649_Treat	GSM2449650_Treat	GSM2449651_Treat	GSM2449652_Treat	GSM2449653_Treat	GSM2449654_Treat	GSM2449655_Treat	GSM2449656_Treat	GSM2449657_Treat	GSM2449658_Treat	GSM2449659_Treat	GSM2449660_Treat	GSM2449661_Treat	GSM2449662_Treat	GSM2449663_Treat	GSM2449664_Treat	GSM2449665_Treat	GSM2449666_Treat	GSM2449667_Treat	GSM2449682_Treat	GSM2449683_Treat	GSM2449684_Treat	GSM2449685_Treat	GSM2449686_Treat	GSM2449687_Treat	GSM2449688_Treat	GSM2449689_Treat	GSM2449690_Treat	GSM2449691_Treat	GSM2449692_Treat	GSM2449693_Treat	GSM2449694_Treat	GSM2449695_Treat	GSM2449696_Treat	GSM2449697_Treat	GSM2449698_Treat	GSM2449699_Treat	GSM2449700_Treat	GSM2449701_Treat	GSM2449702_Treat	GSM2449703_Treat	GSM2449704_Treat	GSM2449705_Treat	GSM2449706_Treat	GSM2449707_Treat	GSM2449708_Treat	GSM2449709_Treat	GSM2449710_Treat	GSM2449711_Treat	GSM2449712_Treat	GSM2449713_Treat	GSM2449714_Treat	GSM2449715_Treat	GSM2449716_Treat	GSM2449717_Treat	GSM2449718_Treat	GSM2449719_Treat	GSM2449720_Treat	GSM2449721_Treat	GSM2449722_Treat	GSM2449723_Treat	GSM2449724_Treat	GSM2449725_Treat	GSM2449726_Treat	GSM2449727_Treat	GSM2449728_Treat	GSM2449729_Treat	GSM2449730_Treat	GSM2449731_Treat	GSM2449732_Treat	GSM2449733_Treat	GSM2449734_Treat	GSM2449735_Treat	GSM2449736_Treat	GSM2449737_Treat	GSM2449738_Treat	GSM2449739_Treat	GSM2449740_Treat	GSM2449741_Treat	GSM2449742_Treat	GSM2449743_Treat	GSM2449744_Treat	GSM2449745_Treat	GSM2449746_Treat	GSM2449747_Treat	GSM2449748_Treat	GSM2449749_Treat	GSM2449750_Treat	GSM2449751_Treat	GSM2449752_Treat	GSM2449753_Treat	GSM2449754_Treat	GSM2449755_Treat	GSM2449756_Treat	GSM2449757_Treat	GSM2449758_Treat	GSM2449759_Treat	GSM2449760_Treat	GSM2449761_Treat	GSM2449762_Treat	GSM2449763_Treat	GSM2449764_Treat	GSM2449765_Treat	GSM2449766_Treat	GSM2449767_Treat	GSM2449768_Treat	GSM2449769_Treat	GSM2449770_Treat	GSM2449771_Treat	GSM2449772_Treat	GSM2449773_Treat	GSM2449774_Treat	GSM2449775_Treat	GSM2449776_Treat	GSM2449777_Treat	GSM2449778_Treat	GSM2449779_Treat	GSM2449780_Treat	GSM2449781_Treat	GSM2449782_Treat	GSM2449783_Treat	GSM2449784_Treat	GSM2449785_Treat	GSM2449786_Treat	GSM2449789_Treat	GSM2449790_Treat	GSM2449791_Treat	GSM2449792_Treat	GSM2449793_Treat	GSM2449794_Treat	GSM2449795_Treat	GSM2449796_Treat	GSM2449797_Treat	GSM2449798_Treat	GSM2449799_Treat	GSM2449800_Treat	GSM2449801_Treat	GSM2449802_Treat	GSM2449803_Treat	GSM2449804_Treat	GSM2449805_Treat	GSM2449806_Treat	GSM2449807_Treat	GSM2449808_Treat	GSM2449809_Treat	GSM2449810_Treat	GSM2449811_Treat	GSM2449812_Treat	GSM2449813_Treat	GSM2449814_Treat	GSM2449815_Treat	GSM2449816_Treat	GSM2449817_Treat	GSM2449818_Treat	GSM2449819_Treat	GSM2449820_Treat	GSM2449821_Treat	GSM2449822_Treat	GSM2449823_Treat	GSM2449824_Treat	GSM2449825_Treat	GSM2449826_Treat	GSM2449827_Treat	GSM2449828_Treat	GSM2449829_Treat	GSM2449830_Treat	GSM2449831_Treat	GSM2449832_Treat	GSM2449833_Treat	GSM2449834_Treat	GSM2449835_Treat	GSM2449836_Treat	GSM2449837_Treat	GSM2449839_Treat	GSM2449840_Treat	GSM2449841_Treat	GSM2449842_Treat	GSM2449843_Treat	GSM2449844_Treat	GSM2449845_Treat	GSM2449846_Treat	GSM2449847_Treat	GSM2449848_Treat	GSM2449849_Treat	GSM2449850_Treat	GSM2449851_Treat	GSM2449852_Treat	GSM2449853_Treat	GSM2449854_Treat	GSM2449855_Treat	GSM2449856_Treat	GSM2449857_Treat	GSM2449858_Treat	GSM2449859_Treat	GSM2449860_Treat	GSM2449861_Treat	GSM2449863_Treat	GSM2449864_Treat	GSM2449865_Treat	GSM2449866_Treat	GSM2449867_Treat	GSM2449868_Treat	GSM2449869_Treat	GSM2449870_Treat	GSM2449871_Treat	GSM2449872_Treat	GSM2449873_Treat	GSM2449874_Treat	GSM2449875_Treat	GSM2449876_Treat	GSM2449877_Treat	GSM2449878_Treat	GSM2449879_Treat	GSM2449880_Treat	GSM2449881_Treat	GSM2449882_Treat	GSM2449883_Treat	GSM2449884_Treat	GSM2449885_Treat	GSM2449886_Treat	GSM2449887_Treat
ATP7B	5.016125	4.63025	5.164294	4.814973	4.684516	5.251395	4.965035	4.746485	4.836039	5.126106	4.828943	4.938957	5.297095	4.869848	4.75081	4.777321	4.525628	4.819818	5.088516	4.817155	5.041698	4.55446	4.948809	5.051238	4.832061	5.144925	5.050337	4.995488	4.965035	4.900438	5.249055	5.173032	4.945178	4.810967	4.895639	5.096511	4.93591	5.168705	4.684327	4.872833	4.929902	5.034607	4.784827	5.098536	4.729417	5.203197	5.071191	4.979315	4.825518	5.278063	5.153828	5.233235	4.870467	5.112736	4.94835	4.910143	5.1036	5.120326	4.705827	5.07991	4.794406	4.91526	4.930328	4.847701	5.003507	4.982895	4.776075	5.38654	4.722291	5.057789	5.029967	4.868554	4.982444	5.12164	5.012454	4.960191	5.276899	4.946975	5.022013	5.020846	4.818166	4.931859	4.702595	4.952125	5.058494	4.88126	4.898937	4.981771	4.860592	4.635183	4.934826	5.00285	4.914553	4.718177	5.627011	4.909898	4.960818	4.986711	4.709873	4.946496	4.643496	4.819187	5.410252	5.059167	5.057077	5.081255	4.983125	4.820032	5.068194	4.748792	4.927917	4.983802	5.045755	5.313453	4.974873	5.059871	4.938749	5.026171	4.766761	5.405063	5.364884	4.818346	5.163158	4.82509	4.970823	4.880612	4.942074	4.739955	4.855603	4.837096	4.866665	4.997274	4.931859	5.10766	5.106063	5.011336	5.027533	4.877379	5.17188	5.139119	4.840526	5.046932	4.816939	4.955019	4.997518	4.955661	4.850457	5.36764	4.892202	4.937666	5.016125	5.591844	5.027306	5.071937	4.949013	5.004648	4.700769	4.936136	4.821507	5.009775	5.062323	5.056857	5.037868	4.729417	5.300234	4.693597	4.92349	5.13932	5.03895	4.88956	5.36787	4.786725	5.385041	4.732442	4.748572	5.025511	5.065739	4.958394	5.382515	5.045978	4.535632	4.800513	5.469288	4.76737	4.795463	5.18559	5.284274	5.068648	5.130693	4.556528	5.189387	4.839017	5.206226	4.986923	4.970159	5.234187	4.890011	5.280475	4.727417	4.908997	4.891098	4.747985	4.47357	5.125401	5.29515	4.789946	4.954588	5.106063	4.803248	5.301885	4.71774	5.134473	4.877178	4.73488	4.900438	4.98153	4.765903	4.896311	5.225887	5.066654	5.362666	4.78587	4.991275	5.007341	5.110601	5.039169	5.009775	5.101957	5.132255	5.057324	4.934584	5.076527	4.766955	4.847701	4.929483	5.156603	4.906177	4.540882	5.463002	4.927011	5.005292	4.543324	4.893888	5.142647	5.038534	4.567903	4.733674	5.033465	4.976856	5.197335	4.853906	4.988924	4.835842	5.275156	5.001271	4.761241	5.046454	5.215882	4.958394	4.95277	4.899153	4.938302	5.278304	4.850457	5.132255	4.836892	4.868115	5.094254	4.805133	5.112512	5.221881	5.17857	4.900638	5.44848	4.978882
ATP7A	7.343237	7.277869	7.167781	7.558219	6.945264	7.128271	7.590895	6.830214	7.180701	7.181439	7.366614	7.29062	7.826446	7.112962	7.710344	7.044935	7.505485	7.776979	7.60555	7.402782	7.723502	6.951313	7.609334	6.930085	7.562383	6.99309	6.501735	6.976897	6.820348	7.627798	7.007741	7.316474	7.238474	7.478559	7.38366	7.181796	7.135963	7.521838	7.377435	7.158494	7.578157	7.232258	7.458417	7.996738	7.581066	7.888454	7.759555	7.423315	7.048889	7.670343	7.680547	7.457572	7.899489	7.488463	7.147366	7.5051	6.92306	7.982595	7.056168	7.625155	7.785039	6.608697	7.066015	7.37975	7.853422	7.913251	7.320733	7.700643	7.407866	7.5051	7.924167	7.12712	7.985096	7.831893	7.477251	7.54321	7.636044	7.130546	7.549867	7.626051	7.646961	7.750892	7.366614	7.33278	7.577755	7.789575	7.50156	7.491435	6.935578	7.631699	7.111121	7.493892	7.474824	7.043807	7.258268	7.406678	7.249127	7.684457	7.29062	7.42021	7.455584	7.594299	7.339447	7.755006	7.256734	7.673801	7.107017	7.447188	7.201385	7.287304	7.633402	7.5632	7.689574	7.275974	7.457572	7.577343	7.27367	7.433749	7.640465	7.812838	7.656856	7.199121	7.727975	8.169413	7.261728	7.628661	7.782347	7.684034	7.138144	7.875153	7.434541	7.040614	6.976207	7.64912	7.445526	7.648296	7.042766	7.1533	7.100847	7.023527	7.310164	7.207265	7.274812	7.362322	7.727106	7.654719	7.421364	7.445969	7.51126	7.529122	7.484416	7.585423	7.486507	7.1689	7.915151	7.298369	7.510827	7.559435	7.300985	7.963704	7.667681	7.716898	7.352404	7.515468	7.673801	6.757712	7.10648	8.059749	7.490576	7.761752	7.706412	7.59043	7.698882	6.974106	7.667269	7.608923	7.623368	7.425256	7.820595	7.534081	7.564044	7.063439	6.981661	7.254107	7.38366	7.338343	7.719912	7.682362	6.975864	7.246382	7.828697	7.608923	7.279394	7.477668	7.544032	7.237355	7.201733	7.768012	7.42059	7.564808	7.007741	7.209864	7.730129	7.471909	7.159178	6.794961	7.517554	7.785039	7.57524	7.723502	7.632956	7.565228	7.353922	7.317991	7.704247	7.768933	7.642582	7.015872	7.361214	7.341224	6.938476	7.068545	7.570132	7.479417	7.340873	7.502332	7.789155	7.793161	7.312706	7.220218	7.617865	7.071591	7.478559	7.53991	7.414245	7.661234	7.505893	7.29875	7.672967	7.292876	7.496079	7.073707	7.396968	7.334735	7.531637	7.468539	7.206114	7.459662	7.243437	7.884241	7.36314	7.491843	7.483175	7.492245	7.626051	7.230072	7.731888	7.387925	7.376372	7.595241	7.19947	7.400852	7.654312	7.518793	7.942692	7.810547	7.54656	7.515468	7.133412	7.55075	8.029265	7.500719	7.49686	7.373208	7.542008
SLC31A1	6.04956	6.438725	6.264918	6.691045	6.216046	6.865254	6.278923	6.210661	6.475864	5.99966	5.857081	6.59547	6.58764	6.457134	6.126918	6.294362	5.911243	6.066343	6.605713	6.270385	6.458703	6.38362	6.924439	6.421569	6.631352	6.626271	6.410672	6.274417	6.757712	6.446281	6.374315	6.47615	6.465939	7.086894	6.829055	5.968428	6.407491	6.843182	6.142184	6.479918	6.782796	6.124249	6.542716	6.950602	6.314569	6.57303	6.72097	6.23941	6.573696	6.713355	6.410336	6.213916	6.534899	6.395646	6.920886	6.55452	6.298603	6.662971	6.705752	6.079872	6.240583	6.106827	6.09069	7.032987	6.258041	6.340888	6.324406	6.864184	6.354833	6.677659	6.019977	6.198226	6.652822	6.693178	6.274128	6.423123	6.563607	6.357892	6.470768	6.342726	6.364158	6.628356	6.434548	6.516988	6.510763	6.528027	6.480893	6.842468	6.394063	6.462776	6.254653	6.589651	6.148929	5.588629	6.392798	6.189411	6.302827	6.512391	6.39836	6.394986	6.327162	6.450375	6.676617	6.669365	6.473645	6.215119	6.528991	6.4695	6.753295	6.126623	6.457438	6.456182	6.489862	5.759236	6.16244	5.979397	6.293733	6.20887	6.234685	6.440243	6.19501	6.264019	6.41935	6.567726	6.564614	6.444363	6.66465	6.418711	6.182358	6.398049	6.65585	6.000792	6.117956	7.061249	6.201687	6.335125	6.296446	6.482511	6.302199	5.773329	6.189667	7.327159	6.220485	5.720358	6.671079	6.636032	6.275299	6.469832	6.311447	6.372154	6.23342	6.37527	6.484464	6.538082	6.628356	6.414948	6.208578	6.381858	6.242333	6.434548	6.515959	6.725736	6.278035	6.833925	6.168787	6.490159	6.437194	6.167348	6.24441	6.535869	6.486393	7.046047	6.367252	5.953229	6.572376	5.98419	6.440243	6.457134	6.575883	6.654827	6.596153	6.487685	7.099387	6.234685	6.834299	6.387052	6.212371	6.786012	6.561955	6.363185	6.778318	6.787035	6.048991	6.235837	6.583727	6.30104	6.80458	6.459586	6.150385	6.519215	6.179375	6.300457	6.542021	5.905839	7.411427	5.488365	6.611778	6.295265	6.39836	6.816458	6.142776	6.484464	6.61941	6.137234	6.261909	6.625325	5.883111	6.353312	6.744663	6.378708	6.201991	5.898994	6.402135	6.425676	6.183767	6.262837	6.627673	6.644326	5.946516	6.620417	6.159514	5.993346	6.123943	6.403694	6.679615	6.791452	6.671079	6.534899	6.161853	6.354221	6.3784	6.455859	6.395328	6.592248	6.242039	6.185479	6.451027	6.309927	5.857081	6.418385	6.462776	6.3784	6.18761	6.446901	6.595149	6.566376	6.756349	6.642956	6.654514	6.241452	6.448202	6.305921	6.451027	6.011733	6.521809	6.306242	6.538082	6.277138	6.228212	6.169955	6.478414	6.175257	6.272881	6.827427	6.40904
FDX1	7.011544	6.765631	6.950602	6.635703	6.893559	6.701728	6.792884	6.886238	6.720609	6.411292	6.757376	6.910782	6.643293	6.683642	6.865657	6.676964	6.685628	6.67859	6.731257	6.655167	6.574914	6.726462	6.862005	6.681602	6.517474	6.682568	6.561636	6.261594	6.599872	6.70611	6.656506	6.899066	6.365727	6.405591	6.710838	6.858479	6.933546	6.654514	6.571731	6.657938	6.930445	6.427224	6.644596	6.690714	6.992384	6.624296	6.606035	7.034016	6.932151	7.122793	6.888022	6.684944	6.904458	7.091994	6.496963	6.557409	6.851436	6.691408	6.890864	6.764279	6.952435	6.615155	6.732243	6.909381	6.865657	6.952435	6.65861	6.57335	7.299173	6.974463	7.675068	6.615852	6.730252	6.822012	7.060531	6.909381	6.595786	6.743944	6.818551	6.91843	6.791452	6.792884	6.726833	6.467571	6.996701	6.957742	6.920524	6.426894	6.777244	6.590292	6.904059	6.968361	6.796265	7.104119	6.427535	7.000359	6.789767	6.729551	6.865987	7.302535	6.979966	6.824661	6.953839	6.619073	6.886628	6.835756	6.893892	6.707811	6.446281	7.263622	7.152186	6.828539	6.763206	6.826024	6.462776	7.079141	6.810825	7.062291	6.887686	6.74711	6.69896	7.274422	6.662971	6.781052	6.861649	6.452599	6.72541	6.795603	7.072648	6.909748	6.986763	7.06383	6.827087	6.473645	6.775525	6.807504	6.917695	6.537421	6.682901	7.145902	6.949137	6.878829	6.702364	6.681602	6.932527	6.971576	6.92903	6.576202	6.832293	6.809399	6.747809	6.706428	6.890864	6.678292	7.040185	6.774849	7.017003	6.785319	6.686941	7.073359	6.72166	6.937403	6.845591	6.700992	6.829882	6.449125	6.610747	6.680625	6.823693	7.127514	7.052111	6.827427	6.736634	7.250696	6.265246	6.758425	6.424406	6.915896	6.694856	6.616756	6.912486	7.057636	6.244713	6.919123	6.703075	6.529646	6.795603	6.477777	6.395646	7.374422	6.861325	6.59188	7.314241	7.023919	6.842795	6.944514	6.813499	6.788741	6.629348	6.940584	6.88697	7.382864	6.660978	7.203543	6.646419	7.133057	6.891242	6.960283	7.040614	6.854274	6.820688	6.751892	6.79897	6.835374	6.886628	6.822344	6.922731	6.957412	6.585377	6.690009	6.607379	6.908707	6.554851	6.927256	7.038393	6.693827	6.844885	6.713671	6.823693	6.869939	6.771023	7.037368	6.729231	7.105563	6.729231	6.654827	6.584389	6.880323	6.426894	7.090525	6.678292	6.597132	6.851106	6.864184	6.775525	6.691408	6.647082	7.081978	7.418974	6.812843	6.650058	6.732576	6.870657	6.875756	6.939528	6.736985	6.912486	6.884445	6.776574	7.10961	6.919123	6.708477	6.682901	7.762622	6.835756	6.945264	7.015485	6.76832	6.542375	6.727172	6.663345	7.083344	6.901543	6.815805	6.736296
LIAS	6.555802	6.794961	6.410672	6.559719	6.822344	6.317688	6.59256	6.249274	6.844517	5.995997	6.436182	5.889371	6.043119	6.216948	6.678949	6.366338	6.762547	6.632319	6.298916	6.546315	6.08694	6.23822	6.360455	6.821649	6.170834	5.926128	6.54602	6.327477	5.976831	6.512753	6.01593	6.402135	6.677659	6.993462	6.407141	6.636387	6.707131	6.564614	6.46124	6.415908	6.452599	6.288201	6.742657	6.409383	6.542716	6.390255	5.852409	6.349454	6.271349	6.671418	6.41935	6.467571	6.555802	6.305296	6.564973	6.160393	6.245569	6.439968	6.782411	6.385508	7.006675	6.482839	6.836792	6.403694	6.646419	6.468558	6.470148	6.601782	6.762185	6.373683	7.095971	6.863047	6.406878	6.414948	6.540299	6.540941	6.266202	6.296154	6.514378	6.552283	6.321038	6.35109	6.702716	6.430735	6.380674	6.354833	6.578156	6.534899	6.760122	6.698277	6.490483	6.359518	6.399621	6.75469	6.481203	6.731933	6.764279	6.327162	6.242039	6.554851	6.896596	6.41188	6.399621	6.285443	6.611778	6.436872	6.677975	6.637131	6.121934	6.59647	6.781746	6.58344	6.506269	6.482177	6.4695	6.646745	6.431034	6.622367	6.592248	6.531634	6.226464	6.686941	6.537421	6.475554	6.455859	6.40904	6.55452	6.665288	6.732576	6.256183	6.503703	6.458997	6.761502	6.121934	6.417755	6.614821	6.518563	6.379388	6.396532	6.395919	6.398678	6.222013	6.772065	6.404949	6.388027	6.715446	6.67859	6.413424	6.584729	6.757009	6.776198	6.400543	6.577837	6.389587	6.592868	6.680273	6.777244	6.507195	6.742323	6.698277	6.486393	6.630334	6.7316	6.450685	6.733234	6.737315	6.79424	6.543996	6.661628	6.753649	6.614493	6.865657	6.41311	6.946687	6.327162	6.759084	6.641202	6.605417	6.356978	6.291267	6.648756	6.750166	6.394063	6.764279	6.432305	6.545657	6.628656	6.278035	6.364459	6.542375	6.516988	6.599872	6.544321	6.566054	6.403383	6.302199	6.394674	6.346992	6.456491	6.480893	6.692836	6.762883	6.577837	6.362886	6.362886	6.787035	6.621092	6.480893	6.700992	6.317963	6.688962	6.602742	6.464971	6.679265	6.426558	6.198226	6.876818	6.65585	6.543643	6.307445	6.557409	6.5137	6.328672	6.791105	6.482511	6.620733	6.204328	6.285137	6.515959	6.439031	6.707811	6.69896	6.635031	6.471121	6.256183	6.635031	6.472418	6.579827	6.685953	6.652822	6.651826	6.434211	6.436182	6.441841	6.653877	6.672065	6.704727	6.648756	6.691408	6.646419	6.556802	6.466595	6.581184	6.437522	6.788415	6.38643	6.438428	6.207962	6.451027	6.582826	6.290663	6.545006	6.545006	6.796911	6.324714	6.551285	6.869206	6.567726	6.55709	6.605713	6.264019	6.635031	6.633346	6.497592	6.467903
LIPT1	7.388297	7.275974	7.622589	7.156992	7.1016	7.022809	7.031552	7.447188	7.363922	7.335598	7.210635	7.282845	7.319933	7.258268	7.333545	6.548248	7.64215	7.45128	6.902628	7.237023	7.282454	7.364648	7.173735	7.319186	6.934572	7.19284	6.829882	6.746051	6.684613	7.132671	7.144768	7.104841	6.80544	6.775864	6.842795	7.320353	7.433749	6.93388	7.167405	7.421364	6.97892	7.064166	7.157385	7.03332	7.304122	7.023527	6.997244	7.512551	7.328646	7.195378	7.438915	7.197954	7.682362	7.736634	6.460631	7.254458	7.212439	7.054284	7.536038	7.197611	7.751351	7.058005	7.392295	7.314241	7.306883	7.37019	7.389494	7.106657	8.157192	7.387127	8.445167	7.427697	7.512551	7.10961	7.596921	7.32976	6.939844	7.287632	7.338343	7.553261	7.273269	7.249508	7.328236	6.539056	7.269994	7.570976	7.267687	6.647788	7.3153	7.216934	7.241076	7.345861	7.075503	7.916655	7.020252	7.633824	7.196842	7.204314	7.571846	7.636044	7.584138	7.738891	7.457141	7.120319	7.154412	7.356197	7.194634	7.021664	6.962325	8.069807	7.5457	7.124575	6.905172	7.504323	7.134875	7.811006	7.138854	7.52055	7.284326	7.173735	7.331934	7.726232	7.126404	7.326383	7.3658	6.625952	7.27367	7.199862	7.55987	7.570976	7.517957	7.65601	7.515012	7.269251	7.226693	7.49434	7.51424	7.32752	6.972668	7.719054	7.1016	7.028362	7.234029	7.368188	7.379373	7.66993	7.719912	7.042038	7.234382	7.54321	7.509149	7.296873	7.515012	6.918755	7.425683	7.237355	7.456415	7.374035	6.977228	7.656421	7.354314	7.537347	7.452406	6.814137	7.553717	6.824987	7.283604	6.940199	7.217293	7.80962	7.581496	7.507081	7.231918	7.997258	6.748109	7.302174	7.246775	7.241076	7.020252	6.977228	7.45474	7.411427	6.079034	7.684871	7.162557	6.942058	7.17298	6.97892	7.091276	8.045024	7.062653	7.234029	7.656421	7.488463	7.010103	7.349427	7.177021	7.233668	6.997787	7.066393	7.499853	7.973017	7.3161	8.06187	6.618075	7.761294	7.891217	7.664274	7.617865	7.279792	7.270336	7.448495	7.085786	7.44434	7.41818	7.280926	7.340491	7.403589	7.187022	7.384799	7.01333	7.442384	7.167405	7.580237	7.275576	7.260541	7.243817	7.23474	7.412204	7.453961	7.356574	7.42021	7.38095	7.727557	7.058382	7.185555	6.721304	7.701574	7.389494	7.772445	7.178134	6.865987	7.333913	7.133057	7.252944	7.224786	7.411427	7.669499	8.027215	7.292117	7.239925	7.445969	7.581066	7.088329	7.387925	7.173368	7.088687	7.224786	7.216195	7.624285	7.191818	7.279394	7.148786	8.364854	7.491017	7.764018	7.812838	7.254833	7.362733	7.208004	6.645341	7.590895	7.499853	7.356934	7.048889
DLD	7.752713	7.499393	7.711229	7.477251	7.337951	7.515468	7.448062	7.588326	7.706412	7.541141	7.491017	7.612292	7.69485	7.565586	7.625155	7.373208	7.405896	7.59941	7.549027	7.333913	7.315669	7.419382	7.799028	7.185555	7.628252	7.738891	7.312338	7.414662	7.268423	7.544032	7.680113	7.749088	7.491435	7.372872	7.555778	7.74417	7.775144	7.594299	7.448495	7.37173	7.770197	7.376372	7.667681	7.789575	7.802051	7.592999	7.821006	7.815106	7.709521	7.945923	7.932605	7.908968	7.727975	7.917582	7.191818	7.432909	7.607644	7.688703	7.80739	7.909921	7.906024	7.3133	7.675068	7.804775	8.06673	7.670343	7.634263	7.611446	8.056509	7.72307	8.082893	7.747723	7.942692	7.72307	7.792282	7.815106	7.657717	7.394204	7.742399	7.853422	7.866251	7.792761	7.632956	7.412587	7.771576	7.633824	7.55075	7.686538	7.694432	7.702411	7.472759	8.068775	7.812363	7.762622	7.589582	7.580237	7.715541	7.823774	7.597362	7.871434	7.98973	7.665532	7.756337	7.598231	7.588326	7.883793	7.546994	7.863524	7.48277	7.847969	7.927087	7.935889	7.607644	7.598624	7.460083	8.045581	7.908066	7.831487	7.910404	7.790023	7.927087	7.745535	7.557802	8.189493	7.655566	7.39151	7.802968	7.67631	7.936372	7.945923	7.876168	7.504725	7.566483	7.637346	7.617404	7.714278	7.526707	7.583697	7.561991	7.484026	7.608045	7.935402	7.48568	7.741116	7.665532	7.830553	7.766659	7.503928	7.657284	7.707293	7.842454	7.760867	7.925621	7.532058	7.829177	7.679682	7.875655	7.895647	7.666813	8.191232	7.755456	7.813282	7.58061	7.721736	7.903642	7.391903	7.519643	7.95577	7.719054	8.015744	7.92805	7.873767	7.701574	7.852106	7.743269	7.677597	7.523469	7.890278	7.926096	7.622196	7.713832	7.701574	7.45474	7.654719	7.862567	7.764924	7.923735	7.466578	7.32488	7.918032	7.919046	7.682362	7.816939	7.689574	7.773346	7.554921	7.620921	7.805245	7.393029	7.776558	7.641724	7.987608	7.930022	7.80962	7.69619	7.663815	8.033941	8.002405	7.900419	7.722176	7.879058	7.967206	7.42612	7.72039	7.568898	7.537347	7.785525	7.921363	7.693536	7.566006	7.547845	7.540731	7.586267	7.69002	7.638662	7.781455	7.911331	7.616495	7.593892	7.72307	7.850233	7.57224	7.675887	7.752252	7.716445	7.69485	7.430946	7.732741	7.402782	8.024512	7.577343	7.653461	7.567732	7.583697	7.74417	7.771576	7.562383	7.861138	8.056509	7.800727	7.621361	7.490138	7.802468	7.653879	7.73314	7.625155	7.695713	7.693536	7.731888	7.837407	7.436545	7.583268	7.925104	8.122043	7.793161	8.018803	8.029745	7.684871	7.530346	7.832338	7.856595	7.864428	7.857483	7.654719	7.702411
